iter	Logloss
112	0.4219934985
113	0.4207888686
114	0.420411607
115	0.4194760507
116	0.4191115922
117	0.4182290179
118	0.417913329
119	0.4174336999
120	0.4172038148
121	0.416481247
122	0.4156001926
123	0.4144799825
124	0.413936339
125	0.4135424456
126	0.4134163155
127	0.412745274
128	0.4122006334
129	0.412028055
130	0.4120137443
131	0.4117142517
132	0.4115982004
133	0.4110175716
134	0.4108273015
135	0.4107287571
136	0.4102884749
137	0.4097362136
138	0.409433215
139	0.4086451362
140	0.4085538636
141	0.4082774317
142	0.4079101399
143	0.4076826641
144	0.40766652
145	0.4075095153
146	0.407126024
147	0.4071148643
148	0.406189471
149	0.4060667103
150	0.4058141313
151	0.4054705047
152	0.4052096391
153	0.4044136076
154	0.4042476288
155	0.4042449988
156	0.4040646542
157	0.4036481558
158	0.4030242293
159	0.4027399553
160	0.4026411341
161	0.4025339281
162	0.4024629885
163	0.4022307585
164	0.4022097845
165	0.4018517055
166	0.401521123
167	0.4011970123
168	0.400955744
169	0.3999505804
170	0.3994273199
171	0.3992428065
172	0.3991314652
173	0.3987141557
174	0.39828173
175	0.3982052779
176	0.3978701322
177	0.396855209
178	0.395997531
179	0.3953343262
180	0.3948593238
181	0.3948515157
182	0.3943229138
183	0.3940319677
184	0.3936761058
185	0.3932903441
186	0.3929853685
187	0.392664807
188	0.3916061941
189	0.3914399893
190	0.3910505956
191	0.3906585487
192	0.3903404951
193	0.3903269378
194	0.3898683134
195	0.3895049347
196	0.3893248387
197	0.3890838389
198	0.3890837043
199	0.3889350185
200	0.3884701529
201	0.3878770965
202	0.3872437941
203	0.3871156172
204	0.3868672416
205	0.3865188331
206	0.3859067888
207	0.3856438489
208	0.3848723918
209	0.3847030004
210	0.3844783257
211	0.3841373836
212	0.3837011462
213	0.383500635
214	0.383500522
215	0.382590612
216	0.3822137512
217	0.3813879017
218	0.3807937544
219	0.3802301922
220	0.3800200314
221	0.3796606443
222	0.3793346848
223	0.3790143853
224	0.3786239991
225	0.3785955514
226	0.3781401987
227	0.3779595153
228	0.3772156156
229	0.3770078865
230	0.3767520292
231	0.3764826378
232	0.3763958627
233	0.3761193358
234	0.3753973279
235	0.3748430715
236	0.3740050371
237	0.373561388
238	0.3729532459
239	0.3721828423
240	0.3716786202
241	0.3712379354
242	0.3706331425
243	0.3704533039
244	0.3701132506
245	0.369719533
246	0.369363473
247	0.3687796919
248	0.368310248
249	0.3679313571
250	0.3675494981
251	0.367234597
252	0.3670942505
253	0.3662731822
254	0.3661289498
255	0.3660174223
256	0.3658363674
257	0.365493365
258	0.3647352855
259	0.3645892525
260	0.364270987
261	0.3640674695
262	0.3636377888
263	0.3632811404
264	0.362550812
265	0.362062805
266	0.3619668752
267	0.3617262217
268	0.3615513738
269	0.3607929845
270	0.3607020599
271	0.3604289077
272	0.360371845
273	0.3600419923
274	0.3596470481
275	0.3589344475
276	0.3587374685
277	0.3582354882
278	0.3574131155
279	0.3572786303
280	0.3571681759
281	0.3569646734
282	0.3566042848
283	0.3560396499
284	0.3558798175
285	0.3556378514
286	0.3552815026
287	0.3550091562
288	0.3545489288
289	0.3538751439
290	0.3534384122
291	0.3531746498
292	0.352964951
293	0.3521723695
294	0.3519347793
295	0.3514741144
296	0.3511083982
297	0.3510486912
298	0.3506573055
299	0.3503779703
300	0.3497328453
301	0.3495830931
302	0.349401175
303	0.3488537629
304	0.3482433591
305	0.3477263256
306	0.3473412006
307	0.3468890237
308	0.3461766052
309	0.3460316956
310	0.3458435499
311	0.3454607563
312	0.3451420914
313	0.3447786876
314	0.3438859568
315	0.3434652776
316	0.3430736611
317	0.3428865772
318	0.3426139835
319	0.3424415892
320	0.3415481964
321	0.3409391386
322	0.3408501078
323	0.3405809229
324	0.3401448058
325	0.3400383601
326	0.3399938523
327	0.3393940294
328	0.3388237617
329	0.3384351183
330	0.3379744697
331	0.3371458453
332	0.3363933669
333	0.3362300482
334	0.3359629318
335	0.3357088103
336	0.3355892482
337	0.3350630108
338	0.3348667859
339	0.3346108086
340	0.3341462449
341	0.3335844007
342	0.3329201178
343	0.3326205023
344	0.3325484813
345	0.3323193727
346	0.3319098365
347	0.3317527284
348	0.3316422872
349	0.3312757837
350	0.3310919813
351	0.3308121722
352	0.330504388
353	0.3304126837
354	0.3302678269
355	0.3296534855
356	0.329325001
357	0.3290979597
358	0.3289605635
359	0.328558179
360	0.3283603205
361	0.3281398315
362	0.3275080817
363	0.3274684194
364	0.3273860639
365	0.3269314369
366	0.3268261801
367	0.3267280626
368	0.3265528532
369	0.3264066457
370	0.3258972491
371	0.325523698
372	0.3254415556
373	0.3252449501
374	0.3249407975
375	0.324643131
376	0.3242714882
377	0.3237146572
378	0.3233120031
379	0.3228179446
380	0.3225619408
381	0.3223985931
382	0.3221404217
383	0.3218872011
384	0.3214929942
385	0.3211262498
386	0.3206695631
387	0.3206460525
388	0.3203740633
389	0.3201031945
390	0.3195682184
391	0.3190732711
392	0.3185529901
393	0.318239379
394	0.3179094237
395	0.3177311234
396	0.3175117079
397	0.3173894161
398	0.3172107349
399	0.3171939303
400	0.3169379922
401	0.316840603
402	0.316233087
403	0.3161357473
404	0.3157068675
405	0.315281262
406	0.3150375236
407	0.315024291
408	0.3149777021
409	0.314636524
410	0.3145800925
411	0.3144924162
412	0.313989224
413	0.3135972296
414	0.3134745064
415	0.3133751363
416	0.3130842299
417	0.312923589
418	0.3129172693
419	0.3128011752
420	0.3127102888
421	0.3125503332
422	0.3122787588
423	0.3118245896
424	0.3117455895
425	0.3115702089
426	0.3111054035
427	0.310998691
428	0.3107715467
429	0.3105339628
430	0.3103029044
431	0.3102433233
432	0.3101449682
433	0.3099288967
434	0.3097117199
435	0.3096412149
436	0.3092247975
437	0.3087391805
438	0.3084183244
439	0.3080268988
440	0.3078853472
441	0.3074515789
442	0.3069900722
443	0.3067203738
444	0.306183673
445	0.306029781
446	0.3056424094
447	0.3054213192
448	0.3051926285
449	0.3046395306
450	0.304347855
451	0.3043326601
452	0.3041055604
453	0.3039896027
454	0.3035821332
455	0.3031125783
456	0.3026573407
457	0.3025402236
458	0.3024940915
459	0.3017338772
460	0.3015742163
461	0.3015654199
462	0.3013808746
463	0.3011507884
464	0.3010103535
465	0.3005466847
466	0.3004078698
467	0.300140425
468	0.2997207108
469	0.299646887
470	0.2995881503
471	0.2993419185
472	0.2992883786
473	0.2992286359
474	0.2991504136
475	0.2990642433
476	0.2988993214
477	0.298831309
478	0.2984972186
479	0.2978866453
480	0.2978011894
481	0.297461756
482	0.2972534376
483	0.2970429099
484	0.2966874369
485	0.2966266178
486	0.2964290054
487	0.2961363548
488	0.295877918
489	0.2954499798
490	0.2952000132
491	0.2951452457
492	0.2947052888
493	0.2946095247
494	0.294517764
495	0.2944106784
496	0.2941829614
497	0.2935416145
498	0.2933589686
499	0.2930153068
500	0.2927492411
501	0.292584039
502	0.2924722322
503	0.2923552193
504	0.2923159076
505	0.2922951857
506	0.2922601063
507	0.2920459635
508	0.2917404756
509	0.2915879581
510	0.2914030014
511	0.2913344289
512	0.2909740662
513	0.2908026148
514	0.2907179092
515	0.2905103245
516	0.2901077701
517	0.2899573571
518	0.2898784601
519	0.2895816468
520	0.2892718532
521	0.2889983617
522	0.2888159878
523	0.2885970285
524	0.2881875128
525	0.2881125447
526	0.2880732382
527	0.2875210255
528	0.2871125945
529	0.2869342877
530	0.2868120409
531	0.2865205112
532	0.2860292611
533	0.2858532748
534	0.2854806405
535	0.2852770172
536	0.2847323512
537	0.2844005408
538	0.2841057754
539	0.284050335
540	0.2839110003
541	0.2837996795
542	0.2833674657
543	0.2832365373
544	0.2828522622
545	0.2824246552
546	0.2822632902
547	0.2819703072
548	0.2817717819
549	0.281327366
550	0.2809717548
551	0.2806417859
552	0.2805156223
553	0.2803914731
554	0.2801360684
555	0.2799267044
556	0.2796553882
557	0.279648535
558	0.2793736396
559	0.2792278414
560	0.2787820287
561	0.2785185133
562	0.2783975829
563	0.2782770274
564	0.2782477182
565	0.2778668698
566	0.2777798479
567	0.2774172952
568	0.277346627
569	0.2772754785
570	0.2770839952
571	0.2768097057
572	0.2767734446
573	0.2765647937
574	0.2763374127
575	0.276032598
576	0.2759742335
577	0.2758555726
578	0.2756957614
579	0.2752336345
580	0.2749296209
581	0.2747876435
582	0.2747156112
583	0.2747097694
584	0.2745494472
585	0.2742929747
586	0.274054307
587	0.2739444387
588	0.2733962607
589	0.2731394985
590	0.2729955289
591	0.2725197404
592	0.2723985495
593	0.2722824515
594	0.2722325163
595	0.2721197396
596	0.2716683898
597	0.2715223251
598	0.2712708997
599	0.27064403
600	0.2705751381
601	0.2702452867
602	0.2700235699
603	0.269765521
604	0.2694842243
605	0.26896135
606	0.2686029429
607	0.268539335
608	0.2684985403
609	0.2682258758
610	0.2680887546
611	0.2679320309
612	0.2678186388
613	0.2675374744
614	0.267341578
615	0.2670598561
616	0.2669300818
617	0.2667074101
618	0.2666017747
619	0.2665152494
620	0.2662117167
621	0.26615817
622	0.2657915144
623	0.2656312284
624	0.2654431135
625	0.2653306616
626	0.2652287133
627	0.26492286
628	0.2646400833
629	0.2639155963
630	0.2635116424
631	0.2632116366
632	0.262715024
633	0.2623559393
634	0.2623252214
635	0.2620375479
636	0.2618108546
637	0.2617850235
638	0.261284518
639	0.2608635064
640	0.2605626731
641	0.2602508682
642	0.2599101563
643	0.2597208987
644	0.259662853
645	0.2594941741
646	0.2594433988
647	0.2591744183
648	0.2588831631
649	0.2587120961
650	0.2584037975
651	0.2578864816
652	0.2574382824
653	0.257413809
654	0.2570690261
655	0.2566397841
656	0.2565174949
657	0.2564250437
658	0.2562420641
659	0.2561682709
660	0.2558549236
661	0.2555474464
662	0.2552859064
663	0.2551991714
664	0.2549503942
665	0.2549206549
666	0.2548904053
667	0.2546203432
668	0.254487954
669	0.2542297999
670	0.254085134
671	0.2538328288
672	0.2537677267
673	0.2537111577
674	0.2534095012
675	0.2533005992
676	0.2529614205
677	0.2526627063
678	0.2524754879
679	0.2522185213
680	0.2519746111
681	0.2519432816
682	0.2514657243
683	0.2514604854
684	0.2513656957
685	0.2512525836
686	0.250934231
687	0.2508069099
688	0.2505303746
689	0.2504403467
690	0.250344566
691	0.2502310243
692	0.2499910749
693	0.2497111899
694	0.2496063827
695	0.2492549052
696	0.2487647851
697	0.2486373244
698	0.2484278441
699	0.24818783
700	0.2480451974
701	0.2480375185
702	0.2476872817
703	0.2470980711
704	0.2470068414
705	0.2468604006
706	0.2465170698
707	0.2463241226
708	0.2462362301
709	0.2457792368
710	0.2456885106
711	0.2455863852
712	0.2453221517
713	0.2452251593
714	0.2448555808
715	0.2445507318
716	0.244245766
717	0.2439892534
718	0.243738432
719	0.2433770658
720	0.2433458825
721	0.2428504283
722	0.2426357924
723	0.2424821999
724	0.2421386445
725	0.2418750445
726	0.2416299117
727	0.2412787615
728	0.2412719952
729	0.2409558197
730	0.2408884769
731	0.240524088
732	0.2405056855
733	0.2403436211
734	0.2399810772
735	0.239745903
736	0.2392811419
737	0.2392208273
738	0.2387289619
739	0.2385304506
740	0.2379839991
741	0.2377055696
742	0.2374354425
743	0.2370722602
744	0.2368127285
745	0.2364183927
746	0.2361258737
747	0.2360156328
748	0.2357873606
749	0.2353392455
750	0.2349892335
751	0.234730485
752	0.2345061727
753	0.2342838861
754	0.2342383739
755	0.2340326906
756	0.2340233279
757	0.2339872832
758	0.2338925221
759	0.2336376814
760	0.2334330473
761	0.2331848334
762	0.2331059138
763	0.2329975642
764	0.2328407944
765	0.232664279
766	0.2325587817
767	0.2324103755
768	0.2322252767
769	0.2321334414
770	0.2319820361
771	0.2319309626
772	0.2318193914
773	0.2315355999
774	0.2313181328
775	0.2312313989
776	0.2310365516
777	0.2309084209
778	0.230883279
779	0.23062656
780	0.2303096557
781	0.2301713398
782	0.2300071305
783	0.2299960295
784	0.2297959846
785	0.2296978333
786	0.2294733617
787	0.2294150938
788	0.2292024104
789	0.2290355976
790	0.2289658042
791	0.2289175608
792	0.2285378801
793	0.2283611817
794	0.2282235197
795	0.2279213599
796	0.2279062497
797	0.2278569161
798	0.2277206743
799	0.2276662346
800	0.2275134062
801	0.2273080762
802	0.2271937713
803	0.2268637725
804	0.2267851254
805	0.2267092914
806	0.2266906182
807	0.2266575624
808	0.2262568452
809	0.2259577752
810	0.2258447992
811	0.2256080834
812	0.225318176
813	0.2251844384
814	0.2250744766
815	0.2248922531
816	0.2245301134
817	0.2243811256
818	0.2240835706
819	0.2240436029
820	0.223923299
821	0.2237141324
822	0.22355621
823	0.2235224591
824	0.2233921818
825	0.2232072452
826	0.223048554
827	0.22287736
828	0.2228223057
829	0.2227273047
830	0.2226745603
831	0.2223821338
832	0.22212077
833	0.2218639271
834	0.2215557134
835	0.221424112
836	0.2213026162
837	0.2211075138
838	0.220968985
839	0.2207186163
840	0.2205146947
841	0.2202956129
842	0.2200878505
843	0.2199173228
844	0.2196565086
845	0.2195164604
846	0.219486776
847	0.219252458
848	0.2189239058
849	0.2187767515
850	0.2186053931
851	0.218318632
852	0.2181050321
853	0.2179436948
854	0.2175992808
855	0.2172984802
856	0.2170347238
857	0.2167205338
858	0.2164817147
859	0.2163730252
860	0.2162020705
861	0.2159694335
862	0.2157986798
863	0.2156816084
864	0.2155901651
865	0.2153339723
866	0.2152346062
867	0.2149828334
868	0.2147310658
869	0.2145942512
870	0.2144909663
871	0.2143449617
872	0.2142190954
873	0.2142115044
874	0.2140598474
875	0.2140437672
876	0.2140122434
877	0.2139367243
878	0.2138703368
879	0.2137914446
880	0.2137237292
881	0.2135687222
882	0.2134237742
883	0.2132953961
884	0.2131744571
885	0.2130772272
886	0.2129664876
887	0.2128507252
888	0.212822436
889	0.2126905072
890	0.2124481255
891	0.2121406109
892	0.2120367163
893	0.2118025377
894	0.2115472618
895	0.2113322416
896	0.2111760799
897	0.2110273704
898	0.2108903611
899	0.2106599088
900	0.2104697775
901	0.2102870268
902	0.2102149079
903	0.2099695274
904	0.2097462268
905	0.2096963162
906	0.209526333
907	0.2094573813
908	0.2093525777
909	0.2090951482
910	0.2090305583
911	0.2089520677
912	0.208812131
913	0.2087652964
914	0.2087276914
915	0.2086086397
916	0.2085078786
917	0.208322116
918	0.2079795341
919	0.2078403837
920	0.2076796086
921	0.2073086262
922	0.2069831429
923	0.2068265833
924	0.2067500087
925	0.2067234714
926	0.2065878042
927	0.2064742882
928	0.2061967818
929	0.2059584648
930	0.2056170183
931	0.2055258014
932	0.2053675321
933	0.2053343308
934	0.2049229914
935	0.2048746516
936	0.2047668192
937	0.2045618736
938	0.2045086515
939	0.2044194191
940	0.2043826482
941	0.2041262597
942	0.2039348176
943	0.2038531667
944	0.2037577265
945	0.2036379941
946	0.2035290328
947	0.2034276619
948	0.2033983891
949	0.2033033136
950	0.2032412084
951	0.2031614592
952	0.2031127421
953	0.2028871262
954	0.2028357137
955	0.2028257252
956	0.202542556
957	0.2024019364
958	0.2023115411
959	0.2022027792
960	0.2020577143
961	0.2018315532
962	0.201722032
963	0.2016612221
964	0.2016185465
965	0.2014872759
966	0.2014454596
967	0.2011634617
968	0.2008917197
969	0.2006329706
970	0.2006223231
971	0.2004192852
972	0.2002324382
973	0.2001278413
974	0.1999023556
975	0.1996529212
976	0.1994572197
977	0.1993185536
978	0.1990167229
979	0.1988052638
980	0.1986852152
981	0.1985899378
982	0.1985108827
983	0.1983439188
984	0.1983127112
985	0.1980661772
986	0.1979624169
987	0.1977569747
988	0.1976872647
989	0.1975298432
990	0.1974616409
991	0.197445787
992	0.1973464368
993	0.1972776253
994	0.1971500382
995	0.1970724216
996	0.196928304
997	0.1967404046
998	0.1966397018
999	0.1964928206
